Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_BAN, time_subproblem_BAN, time_master_BAUl, time_subproblem_BAUl, time_master_BAUe, time_subproblem_BAUe, time_master_BAUD, time_subproblem_BAUD, time_master_KCA, time_subproblem_KCA, time_master_KCF, time_subproblem_KCF, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCUl, time_subproblem_KCUl, time_master_KCUl, time_subproblem_KCUe, time_master_KCUD, time_subproblem_KCUD, time_master_KCOG, time_subproblem_KCOG, time_master_KCOGL, time_subproblem_KCOGL
61,90,2,600,0.032236,0.062674,0.035537,0.031728,0.044562,0.031969,0.068372,0.049195,0.041784,0.032267,1.47613,0.121508,1.71511,0.139903,0.055955,0.123513,0.069419,0.114222,0.054447,0.052854,0.089815,0.082607,0.061149,0.052354,0.052926,0.138932,0.052744,0.113115
81,90,2,600,0.032227,0.103868,0.033121,0.052564,0.031152,0.052193,0.064402,0.078472,0.04353,0.051679,2.70161,0.192351,2.93849,0.182856,0.076119,0.201146,0.075536,0.192494,0.073543,0.090297,0.121765,0.140935,0.073616,0.089261,0.073836,0.183233,0.073615,0.208278
101,90,2,600,0.03189,0.156594,0.033853,0.078174,0.031339,0.079008,0.062557,0.119059,0.042629,0.078174,4.38303,0.299711,3.89805,0.337215,0.102027,0.326374,0.101731,0.342503,0.106657,0.136592,0.158477,0.213715,0.105077,0.136832,0.101387,0.331564,0.101347,0.27557
1,90,2,600,0.113343,0.000369,0.125933,0.000201,0.109186,0.000263,0.121421,0.000258,0.099086,0.000167,0.031079,0.00226,0.03136,0.001389,0.055385,0.00477,0.060075,0.004625,0.052212,0.000465,0.06364,0.000464,0.064447,0.000293,0.07186,0.005325,0.052896,0.004917
21,90,2,600,4.35198,0.083507,6.16628,0.049408,4.4539,0.041657,4.52465,0.045867,7.45666,0.041069,0.170525,0.024241,0.143153,0.023974,0.032586,0.027037,0.034416,0.029835,0.032206,0.008426,0.031716,0.008331,0.038875,0.007665,0.032404,0.020552,0.040104,0.023302
41,90,2,600,5.49997,0.283596,5.12536,0.142138,5.52165,0.159495,4.75339,0.143707,8.80332,0.145246,0.396632,0.07519,0.362206,0.076262,0.042371,0.071203,0.053023,0.072747,0.043483,0.0254,0.04522,0.025442,0.048625,0.026025,0.042891,0.074181,0.044507,0.074437
61,90,2,600,5.13099,0.571318,3.97237,0.264564,4.88061,0.299944,4.26858,0.287892,8.88426,0.289652,0.660907,0.144368,0.740596,0.139401,0.059986,0.135614,0.121237,0.133517,0.060165,0.052833,0.067751,0.052877,0.063723,0.055471,0.060457,0.15165,0.05777,0.120096
81,90,2,600,4.79972,0.907633,4.87423,0.46572,4.64388,0.481223,4.17696,0.480395,8.56705,0.486471,1.19031,0.213094,1.13192,0.229945,0.085731,0.23309,0.078447,0.203278,0.076723,0.090385,0.078111,0.090727,0.085563,0.089804,0.076812,0.206752,0.08051,0.192699
101,90,2,600,4.58594,1.34693,6.28245,0.699133,4.65257,0.715515,4.74862,0.713549,7.17544,0.702626,1.91813,0.339045,1.76778,0.313592,0.116858,0.330695,0.111988,0.314328,0.103032,0.137572,0.103146,0.137885,0.114266,0.137655,0.104245,0.305628,0.102683,0.262392
1,90,2,600,0.073259,0.000315,0.073915,0.000186,0.068739,0.000168,0.065942,0.00015,0.072133,0.000199,0.025379,0.00263,0.024621,0.002032,0.025093,0.002586,0.026537,0.002118,0.024084,0.000199,0.024903,0.000156,0.024662,0.000173,0.024967,0.002043,0.031142,0.002054
21,90,2,600,0.241148,0.026239,0.291767,0.01349,0.243771,0.013474,3.21602,0.044085,0.208791,0.010973,0.228585,0.025273,0.206295,0.022387,0.035841,0.02794,0.031413,0.019079,0.031449,0.008343,0.037665,0.008514,0.036765,0.008622,0.033728,0.026649,0.031682,0.029136
41,90,2,600,0.365522,0.103505,0.309937,0.046934,0.364682,0.054739,4.06392,0.152838,0.201357,0.031065,0.904879,0.070275,0.684849,0.064827,0.04638,0.058651,0.041747,0.070013,0.042684,0.026152,0.045304,0.025113,0.045733,0.025222,0.041463,0.066853,0.041465,0.065323
61,90,2,600,0.456952,0.241119,0.524809,0.124803,0.45799,0.126697,3.33059,0.286206,0.132639,0.047345,2.37033,0.138468,1.66278,0.133404,0.057087,0.110012,0.06127,0.117932,0.057076,0.052972,0.059766,0.053619,0.066705,0.053886,0.056658,0.116809,0.056109,0.13516
81,90,2,600,0.355153,0.363367,0.40909,0.188433,0.353484,0.187647,4.11096,0.53516,0.378442,0.135754,2.97959,0.235848,6.31743,0.228858,0.083678,0.233505,0.080426,0.203615,0.079217,0.092233,0.085035,0.090393,0.084847,0.091992,0.078115,0.23036,0.079362,0.188905
101,90,2,600,0.333149,0.572093,0.460041,0.291963,0.337164,0.285408,4.8928,0.856733,0.119848,0.121716,7.17504,0.30421,5.45172,0.29264,0.114613,0.335335,0.103511,0.285171,0.103524,0.137118,0.105021,0.137272,0.112558,0.137653,0.102548,0.288419,0.103889,0.311817
1,90,2,600,0.032309,0.000212,0.036526,0.000135,0.033302,9.4e-05,0.0639,0.000172,0.041451,9.1e-05,0.032986,0.0023,0.032779,0.001774,0.026135,0.002247,0.026659,0.002338,0.026357,0.000188,0.034,0.000207,0.033988,0.000215,0.025666,0.001971,0.028077,0.001778
21,90,2,600,0.033148,0.008476,0.043123,0.004458,0.032913,0.004581,2.19745,0.032098,0.051969,0.004218,0.216848,0.025325,0.185379,0.027792,0.032722,0.028818,0.03131,0.026392,0.032811,0.00816,0.040282,0.008172,0.043551,0.007519,0.033593,0.030151,0.031792,0.028965
41,90,2,600,0.032868,0.028885,0.034907,0.015236,0.031743,0.017048,2.75451,0.10509,0.053029,0.014992,1.05692,0.080161,0.80825,0.074803,0.040449,0.059077,0.04317,0.063968,0.040477,0.025134,0.044466,0.025119,0.045514,0.0254,0.040843,0.055153,0.039895,0.05928
61,90,2,600,0.035984,0.060322,0.045346,0.030971,0.039805,0.03058,2.37443,0.190636,0.043366,0.031495,2.33384,0.157629,2.11132,0.158987,0.056077,0.144501,0.055515,0.142457,0.057204,0.052525,0.064121,0.052317,0.070503,0.053053,0.055299,0.132554,0.057768,0.134928
81,90,2,600,0.247621,0.258407,0.273043,0.132188,0.247561,0.132486,2.36448,0.34968,0.132626,0.079031,4.80539,0.232519,7.69131,0.220768,0.084211,0.24138,0.078786,0.228641,0.078662,0.09195,0.081546,0.092342,0.088503,0.09455,0.0784,0.216398,0.078089,0.219843
101,90,2,600,0.177199,0.321355,0.192429,0.162556,0.179966,0.163405,2.53037,0.547985,0.200155,0.159535,7.46686,0.306575,5.52977,0.307928,0.105098,0.318901,0.104537,0.295461,0.103928,0.137301,0.105953,0.137199,0.106677,0.137065,0.102051,0.322477,0.1043,0.297999
1,90,2,600,0.073435,0.000315,0.076285,0.000193,0.070812,0.000187,0.074839,0.00015,0.077076,0.000152,0.025055,0.002345,0.032493,0.001967,0.03223,0.002909,0.031436,0.001531,0.024044,0.00019,0.032296,0.0002,0.028015,0.000174,0.028768,0.002259,0.029522,0.002384
21,90,2,600,0.122073,0.018361,0.132807,0.009132,0.119968,0.010397,1.08431,0.025373,0.097505,0.007925,0.21929,0.02849,0.190038,0.021133,0.048213,0.03939,0.048365,0.038626,0.049364,0.012345,0.160353,0.026465,0.078453,0.012665,0.0475,0.039771,0.052254,0.045436
41,90,2,600,0.11687,0.059343,0.132354,0.032115,0.118147,0.032851,1.14336,0.092258,0.108742,0.023624,0.855239,0.074602,0.719471,0.073349,0.06467,0.115181,0.06416,0.114164,0.065152,0.04279,0.199212,0.071175,0.090937,0.042027,0.063808,0.105704,0.064126,0.111723
61,90,2,600,0.122036,0.123761,0.132187,0.064366,0.119064,0.066138,1.5719,0.211992,0.108281,0.047687,6.07844,0.145229,2.34164,0.151639,0.08624,0.20146,0.086414,0.202862,0.086446,0.082445,0.193542,0.145154,0.121932,0.082562,0.09337,0.199142,0.085546,0.195299
81,90,2,600,0.120889,0.212809,0.130326,0.104236,0.114827,0.104739,0.206146,0.132626,0.111585,0.079331,5.13952,0.226671,4.99194,0.234446,0.123176,0.355932,0.123248,0.328654,0.116183,0.139909,0.251479,0.242111,0.139249,0.139973,0.12149,0.306261,0.117645,0.315767
101,90,2,600,0.114755,0.313691,0.129146,0.160771,0.113185,0.159934,0.185321,0.201476,0.114287,0.119599,7.66863,0.300661,5.88298,0.305443,0.160376,0.433177,0.158043,0.446525,0.15762,0.216244,0.489294,0.528456,0.180003,0.215273,0.155753,0.493925,0.156141,0.455435
1,90,2,600,0.03133,0.000166,0.03593,0.000113,0.03032,9.7e-05,0.113712,0.000267,0.040304,0.000119,0.031801,0.002189,0.034674,0.001817,0.024092,0.001871,0.022382,0.001751,0.022824,0.000158,0.06123,0.000406,0.026776,0.000213,0.024853,0.001946,0.022694,0.002431
21,90,2,600,0.029134,0.008006,0.032721,0.004288,0.030237,0.004944,0.076529,0.008353,0.04153,0.004056,0.190589,0.024705,0.198023,0.022217,0.031136,0.019833,0.031932,0.019083,0.051045,0.007698,0.053762,0.012335,0.032789,0.007861,0.027455,0.029876,0.028145,0.025613
41,90,2,600,0.030586,0.028552,0.032649,0.015074,0.033869,0.016374,0.080156,0.024465,0.043802,0.0158,0.834042,0.061864,0.738573,0.081703,0.03795,0.07824,0.050009,0.065846,0.047762,0.026623,0.067792,0.040478,0.047388,0.025933,0.038149,0.057918,0.038363,0.063041
61,90,2,600,0.030313,0.060513,0.033947,0.03083,0.030655,0.030838,0.069812,0.047433,0.045738,0.030996,2.00411,0.126476,1.67518,0.121723,0.055407,0.138532,0.053882,0.109474,0.053258,0.053327,0.090065,0.08133,0.057513,0.052387,0.052591,0.144457,0.053452,0.136348
81,90,2,600,0.029582,0.103085,0.032809,0.053178,0.03038,0.052233,0.065357,0.078279,0.037652,0.051367,3.02422,0.235841,3.35399,0.236251,0.074782,0.19062,0.074107,0.21828,0.074044,0.090418,0.119821,0.140508,0.078744,0.08947,0.073661,0.223431,0.0737,0.227177
101,90,2,600,0.029748,0.155004,0.031974,0.078561,0.029814,0.078452,0.062444,0.11754,0.04312,0.078621,5.41981,0.288057,4.5526,0.343777,0.104677,0.313802,0.103384,0.311276,0.101299,0.137875,0.160841,0.215989,0.105059,0.138353,0.100347,0.348261,0.100602,0.301682
1,90,2,600,0.062163,0.00031,0.067462,0.000197,0.068306,0.000161,0.060451,0.000151,0.071087,0.000199,0.019583,0.002011,0.01819,0.002027,0.016929,0.002737,0.017158,0.001816,0.0194,0.000193,0.017314,0.000172,0.01832,0.00022,0.01669,0.00263,0.0223,0.002388
21,90,2,600,0.099823,0.017751,0.130724,0.008646,0.100794,0.008202,0.965693,0.031959,0.102942,0.007522,0.212369,0.019642,0.20377,0.022744,0.048158,0.044049,0.044812,0.041175,0.054802,0.012741,0.058521,0.013715,0.066035,0.011529,0.049462,0.035946,0.050832,0.041143
41,90,2,600,0.098559,0.057987,0.112177,0.030597,0.098293,0.031265,0.983724,0.102518,0.099465,0.02305,0.900459,0.07118,0.722912,0.060196,0.069325,0.109163,0.067848,0.08867,0.063964,0.039384,0.091542,0.039292,0.086411,0.040311,0.064165,0.113612,0.064114,0.102524
61,90,2,600,0.119183,0.118209,0.121956,0.061096,0.116628,0.061916,0.812753,0.187243,0.089201,0.046085,2.53963,0.146621,1.64115,0.151255,0.083766,0.187887,0.083864,0.190669,0.083136,0.083507,0.186896,0.144425,0.104765,0.083424,0.083065,0.20133,0.082913,0.167882
81,90,2,600,0.098161,0.210616,0.111665,0.10688,0.096551,0.106914,0.801042,0.321938,0.104961,0.080901,2.85853,0.206721,6.0391,0.227559,0.121956,0.299201,0.116774,0.333138,0.114113,0.141687,0.245435,0.245874,0.146324,0.141973,0.117883,0.308427,0.115984,0.320438
101,90,2,600,0.096834,0.306526,0.112438,0.155445,0.096692,0.156202,0.786872,0.471558,0.0904,0.117677,6.81688,0.30952,5.72216,0.327253,0.155097,0.475244,0.154023,0.463104,0.154016,0.215887,0.29918,0.369594,0.177024,0.214003,0.17162,0.459306,0.158074,0.456981
1,90,2,600,0.063946,0.00033,0.074983,0.000207,0.060489,0.000156,0.060585,0.00016,0.067999,0.000206,0.023417,0.002266,0.022793,0.002161,0.025586,0.001983,0.026543,0.001853,0.023014,0.000217,0.026833,0.00022,0.023685,0.00014,0.024886,0.002562,0.025772,0.001973
21,90,2,600,0.06736,0.013699,0.078206,0.006685,0.07328,0.008032,0.57277,0.022217,0.08847,0.006985,0.187689,0.024256,0.177336,0.026084,0.057581,0.031186,0.066141,0.03032,0.065828,0.007957,0.337003,0.049047,0.038637,0.007947,0.033152,0.031783,0.030837,0.022633
41,90,2,600,0.065542,0.045679,0.07753,0.023648,0.067625,0.023544,0.819444,0.096322,0.083332,0.023266,0.746077,0.071618,0.674351,0.058921,0.038721,0.058302,0.038024,0.06561,0.037634,0.025665,0.133457,0.07041,0.044242,0.025907,0.038609,0.071939,0.038682,0.071768
61,90,2,600,0.059555,0.092891,0.06822,0.046805,0.059539,0.047619,0.665993,0.173462,0.084678,0.047374,1.44757,0.141061,1.37318,0.120131,0.056008,0.121447,0.054601,0.125379,0.05909,0.052876,0.170362,0.143028,0.057623,0.051355,0.058955,0.132302,0.053325,0.107735
81,90,2,600,0.060082,0.154621,0.06627,0.077153,0.058268,0.078623,0.678469,0.290826,0.090549,0.079071,3.21354,0.183492,2.51675,0.173017,0.074529,0.207957,0.074632,0.186876,0.074344,0.090032,0.222509,0.244339,0.078952,0.089576,0.074686,0.21901,0.074591,0.185222
101,90,2,600,0.060375,0.233826,0.065699,0.117723,0.060594,0.117771,0.719328,0.437321,0.088416,0.117735,4.88687,0.272832,4.02271,0.265672,0.10286,0.295235,0.101137,0.323797,0.10078,0.136743,0.289045,0.370883,0.103122,0.136027,0.098183,0.341293,0.099049,0.30552
1,90,2,600,0.112047,0.000404,0.124,0.000215,0.110651,0.000251,0.110007,0.000232,0.099332,0.000214,0.029317,0.002659,0.026946,0.002428,0.052321,0.003108,0.044103,0.002888,0.056259,0.000399,0.061038,0.000456,0.045349,0.000388,0.043585,0.00322,0.048609,0.003235
21,90,2,600,0.55012,0.041173,0.634986,0.020552,0.550646,0.023959,0.609538,0.021171,0.93385,0.020177,0.171832,0.020059,0.168692,0.024447,0.044523,0.029407,0.032576,0.029167,0.033707,0.007682,0.03661,0.008103,0.035244,0.008197,0.02952,0.028614,0.030755,0.020591
41,90,2,600,0.435474,0.118342,0.383602,0.052173,0.334438,0.054478,0.460913,0.06193,0.779274,0.065005,0.51171,0.056396,0.407431,0.06263,0.045863,0.058013,0.042591,0.071456,0.04232,0.026619,0.042233,0.026318,0.046097,0.025528,0.041024,0.072415,0.041038,0.069716
61,90,2,600,0.532176,0.277794,0.616874,0.145731,0.527868,0.142322,0.752874,0.156438,0.823474,0.125955,1.26198,0.128612,1.05516,0.136841,0.073686,0.149941,0.057834,0.139398,0.055922,0.053714,0.058233,0.052908,0.066978,0.056433,0.06187,0.121566,0.05663,0.118251
81,90,2,600,0.615285,0.477978,0.705381,0.247772,0.818085,0.246809,0.679051,0.245051,0.94666,0.213012,2.28998,0.186744,1.89373,0.217033,0.081526,0.233753,0.080179,0.216172,0.076124,0.09098,0.075881,0.08975,0.080845,0.089062,0.07682,0.231114,0.076343,0.178376
101,90,2,600,0.545749,0.698332,0.632769,0.35869,0.544638,0.357625,0.709802,0.396027,0.901855,0.318282,3.17044,0.327868,2.44169,0.321141,0.106796,0.31901,0.102265,0.325921,0.101705,0.136266,0.100528,0.135922,0.105551,0.134404,0.100169,0.309917,0.101232,0.277492
1,90,2,600,0.069926,0.000323,0.073676,0.000225,0.062525,0.00016,0.064125,0.000153,0.07586,0.000196,0.018743,0.002739,0.018757,0.001134,0.017664,0.00269,0.019241,0.001737,0.027085,0.000235,0.023086,0.000222,0.024296,0.000183,0.020866,0.002185,0.017914,0.002364
21,90,2,600,0.134027,0.017726,0.12517,0.009211,0.120092,0.009038,0.46333,0.019675,0.098904,0.007429,0.17055,0.029401,0.170942,0.019769,0.043851,0.031045,0.044254,0.038439,0.046003,0.01313,0.047565,0.013336,0.055373,0.011621,0.047763,0.043793,0.041424,0.036667
41,90,2,600,0.122059,0.059263,0.126564,0.03347,0.11181,0.033122,0.446589,0.065579,0.101785,0.02462,0.748808,0.062267,0.607736,0.062078,0.062947,0.103801,0.064826,0.089233,0.070281,0.039925,0.098573,0.054413,0.069877,0.038733,0.057914,0.11367,0.060493,0.109693
61,90,2,600,0.098594,0.120077,0.117851,0.061145,0.105142,0.061777,0.452232,0.125747,0.102316,0.046536,1.40014,0.120905,1.06511,0.11708,0.087399,0.204543,0.082046,0.208681,0.083225,0.082154,0.091314,0.081911,0.091321,0.081121,0.080793,0.175418,0.08013,0.178181
81,90,2,600,0.105661,0.2048,0.117747,0.105087,0.105276,0.103887,0.457617,0.209832,0.139668,0.078906,2.42215,0.177927,2.87224,0.234601,0.112807,0.33202,0.117619,0.345059,0.116197,0.140762,0.17397,0.191068,0.119359,0.139729,0.118417,0.341388,0.115134,0.332526
101,90,2,600,0.107687,0.306843,0.120661,0.158785,0.106098,0.158103,0.451614,0.318641,0.121233,0.118867,4.19822,0.33074,5.27513,0.328098,0.155158,0.514269,0.154987,0.450409,0.153441,0.214925,0.28785,0.36727,0.17428,0.212433,0.154209,0.486472,0.15273,0.435286
1,90,2,600,0.033418,0.000176,0.036204,0.000129,0.033877,9.1e-05,0.0367,0.000124,0.036297,0.000124,0.036692,0.002576,0.034875,0.001513,0.024384,0.0024,0.026112,0.002466,0.02675,0.000142,0.028897,0.000214,0.031357,0.000166,0.030466,0.003111,0.02913,0.001797
21,90,2,600,0.032296,0.009385,0.03727,0.004871,0.039193,0.004585,0.065476,0.006875,0.048129,0.005,0.202522,0.025853,0.187435,0.023277,0.033565,0.022559,0.036396,0.019414,0.053483,0.007486,0.057592,0.012849,0.041107,0.007894,0.036262,0.027686,0.041142,0.021112
41,90,2,600,0.034037,0.028465,0.03555,0.014203,0.032868,0.016215,0.06197,0.02358,0.038062,0.015284,0.76146,0.070311,0.564342,0.058351,0.045546,0.063224,0.042718,0.069737,0.048067,0.025205,0.072018,0.039039,0.050005,0.024914,0.040624,0.069706,0.045492,0.065374
61,90,2,600,0.03341,0.059212,0.036041,0.030636,0.032189,0.030611,0.065667,0.045922,0.039363,0.029959,2.03521,0.138696,1.4363,0.141187,0.059205,0.126616,0.057599,0.109047,0.05617,0.052184,0.092782,0.082583,0.064128,0.052925,0.055592,0.140471,0.056201,0.137311
81,90,2,600,0.102855,0.204377,0.110123,0.104107,0.094585,0.104795,0.061362,0.077826,0.08333,0.077985,3.07625,0.201633,3.41604,0.190943,0.165319,0.404024,0.123004,0.294809,0.156611,0.191882,0.123803,0.14245,0.136889,0.140713,0.163257,0.424901,0.11979,0.300371
101,90,2,600,0.119166,0.313101,0.133952,0.160502,0.114914,0.15447,0.061694,0.116565,0.082992,0.116719,6.10846,0.317408,4.67094,0.308066,0.227522,0.654817,0.218512,0.683952,0.216169,0.291899,0.161016,0.213741,0.173042,0.212969,0.21019,0.58677,0.155022,0.492953
1,90,2,600,0.110936,0.000455,0.122974,0.00024,0.109797,0.00021,0.100057,0.000228,0.0673,0.000173,0.04856,0.0035,0.049346,0.002409,0.069407,0.005513,0.055882,0.003969,0.057426,0.00041,0.072655,0.000358,0.048289,0.00031,0.073141,0.005448,0.059973,0.004163
21,90,2,600,3.70421,0.072716,5.37185,0.039541,3.77471,0.040215,4.15558,0.043915,11.1187,0.048642,0.110316,0.02755,0.120415,0.030208,0.08885,0.028522,0.050195,0.020511,0.040743,0.007921,0.037274,0.008145,0.048596,0.007569,0.039539,0.028993,0.040247,0.022654
41,90,2,600,4.66915,0.267739,5.15827,0.132255,4.43787,0.140605,4.28363,0.144225,12.77,0.168593,0.195439,0.079804,0.18512,0.061646,0.050475,0.072443,0.04784,0.077449,0.053523,0.029222,0.05652,0.026445,0.101215,0.027971,0.048327,0.068681,0.047525,0.071213
61,90,2,600,4.58712,0.535351,5.89048,0.277413,4.18741,0.280089,4.48889,0.278952,12.6722,0.341793,0.365861,0.156888,0.34012,0.135269,0.065619,0.137961,0.080838,0.137037,0.063678,0.052408,0.060219,0.05242,0.064373,0.052895,0.064988,0.146297,0.061006,0.137427
81,90,2,600,4.44496,0.877855,5.21962,0.459262,4.47863,0.460106,4.9103,0.49461,12.3689,0.537003,0.786248,0.209814,0.742437,0.230088,0.09439,0.212511,0.087915,0.232597,0.081672,0.091176,0.093084,0.090907,0.146626,0.093951,0.149467,0.218687,0.087497,0.217554
101,90,2,600,4.29064,1.33793,5.56917,0.689234,4.33407,0.693536,4.28849,0.694002,8.88905,0.703891,1.39709,0.301821,1.07483,0.296047,0.116397,0.31339,0.111196,0.293493,0.106854,0.13644,0.107307,0.136988,0.110945,0.137409,0.109941,0.304106,0.110069,0.298263
1,90,2,600,0.115825,0.000419,0.140584,0.000278,0.108244,0.000239,0.103456,0.000248,0.068005,0.000173,0.042221,0.003957,0.043705,0.002608,0.052466,0.003076,0.041567,0.002358,0.054863,0.000358,0.057038,0.000379,0.054245,0.000298,0.041485,0.00343,0.045778,0.002978
21,90,2,600,0.458965,0.037102,0.580736,0.017544,0.442018,0.018796,0.504497,0.018838,0.784646,0.018907,0.158504,0.03144,0.153859,0.022819,0.042786,0.02488,0.040502,0.019624,0.031172,0.007383,0.029667,0.007081,0.036546,0.006985,0.030934,0.020631,0.035968,0.026966
41,90,2,600,0.389856,0.113859,0.513314,0.063066,0.397387,0.062669,0.681796,0.075694,0.813565,0.065436,0.564584,0.078984,0.419594,0.064029,0.042921,0.062135,0.044361,0.0762,0.040747,0.027139,0.039654,0.026141,0.046697,0.026033,0.045126,0.063096,0.042213,0.060597
61,90,2,600,0.462359,0.253206,0.618416,0.12842,0.640578,0.130156,0.890205,0.167441,0.884326,0.130259,1.18201,0.153841,1.08871,0.153289,0.060585,0.141881,0.057963,0.110402,0.058081,0.052501,0.056037,0.053326,0.062062,0.051784,0.055984,0.108112,0.055799,0.123897
81,90,2,600,0.511101,0.411835,0.68681,0.214295,0.511856,0.210237,0.806531,0.240191,1.28697,0.238491,2.0234,0.231251,1.62739,0.235253,0.0775,0.227154,0.079896,0.231108,0.07621,0.090846,0.077432,0.089532,0.077661,0.0893,0.076535,0.219374,0.077696,0.212144
101,90,2,600,0.466168,0.641228,0.707796,0.315451,0.466432,0.315425,0.56873,0.316535,0.934915,0.315189,2.75166,0.326221,2.91664,0.342265,0.105688,0.326992,0.104863,0.277111,0.103137,0.136666,0.099049,0.136027,0.107623,0.134994,0.101529,0.335846,0.102676,0.31617
1,90,2,600,0.033947,0.000305,0.036843,0.000104,0.03903,0.000107,0.102767,0.000305,0.041563,0.000104,0.039531,0.002228,0.037149,0.001481,0.024931,0.001836,0.025546,0.001539,0.024459,0.000197,0.069055,0.000325,0.034052,0.000218,0.024198,0.002808,0.026645,0.002117
21,90,2,600,0.037181,0.008913,0.040183,0.004987,0.03466,0.005102,2.23386,0.039189,0.040281,0.005125,0.256902,0.028873,0.218991,0.029556,0.029112,0.023123,0.029601,0.028814,0.034738,0.00791,0.54363,0.084917,0.036935,0.008441,0.031292,0.028422,0.030023,0.027779
41,90,2,600,0.033529,0.029503,0.035947,0.015345,0.032649,0.016547,2.97589,0.128927,0.039529,0.014851,1.17539,0.078242,0.866491,0.073504,0.039031,0.07271,0.043307,0.057254,0.038781,0.025842,0.611281,0.243553,0.043194,0.02499,0.038921,0.076291,0.038815,0.071712
61,90,2,600,0.037481,0.060543,0.039586,0.030535,0.033499,0.030977,0.069386,0.046377,0.04444,0.030881,6.54415,0.143467,5.08761,0.126746,0.097297,0.150205,0.054862,0.123588,0.056455,0.053925,0.119597,0.083476,0.06097,0.05371,0.061609,0.143489,0.056261,0.13535
81,90,2,600,0.035838,0.106362,0.036233,0.055233,0.033184,0.054069,0.084435,0.081292,0.047105,0.054708,7.02417,0.2008,8.86439,0.22696,0.075888,0.202905,0.075193,0.191187,0.075559,0.090947,0.123696,0.140961,0.080468,0.089577,0.07469,0.220207,0.074918,0.229833
101,90,2,600,0.035627,0.156019,0.035863,0.078324,0.033343,0.079507,0.079574,0.120658,0.040412,0.080209,10.4083,0.311342,7.80917,0.31891,0.102187,0.331734,0.103425,0.327449,0.100447,0.136868,0.162809,0.215955,0.113369,0.137326,0.102613,0.327271,0.100946,0.331441
1,90,2,600,0.06534,0.000336,0.073436,0.000188,0.070556,0.000173,0.06199,0.000167,0.068882,0.000214,0.046021,0.003167,0.045262,0.002265,0.042019,0.005024,0.043551,0.003745,0.039446,0.000288,0.046574,0.000302,0.046032,0.000236,0.04224,0.004125,0.047403,0.003398
21,90,2,600,1.35322,0.051188,1.45958,0.025408,1.31881,0.026006,1.27856,0.029962,2.27887,0.024273,0.16262,0.027423,0.194181,0.026275,0.035246,0.029326,0.046801,0.027125,0.035314,0.008626,0.034372,0.00832,0.042109,0.007834,0.035825,0.0258,0.041766,0.02178
41,90,2,600,1.10105,0.168716,1.23616,0.08682,1.1026,0.084413,1.45089,0.094531,2.38935,0.087833,0.483521,0.07715,0.385026,0.064911,0.052104,0.065301,0.048466,0.065158,0.045798,0.026253,0.045573,0.026708,0.052558,0.02617,0.045309,0.072436,0.045682,0.073232
61,90,2,600,1.31597,0.357137,1.76057,0.188187,1.27136,0.178042,1.25998,0.180299,2.40967,0.188677,1.1427,0.136008,1.01513,0.140597,0.059824,0.141738,0.061151,0.129086,0.060687,0.053651,0.059861,0.053281,0.066332,0.05331,0.060317,0.139151,0.060836,0.145821
81,90,2,600,1.24299,0.577844,1.3803,0.294389,1.24397,0.294974,1.93439,0.347937,2.40625,0.293018,1.9817,0.216469,1.78022,0.186499,0.085548,0.206052,0.08293,0.193619,0.079973,0.090589,0.080229,0.089919,0.086167,0.089851,0.080353,0.176761,0.080812,0.175799
101,90,2,600,1.39496,0.939053,1.55891,0.480421,1.39989,0.482097,1.64377,0.439842,2.35563,0.443405,2.97245,0.32891,2.3557,0.301519,0.106261,0.334764,0.109696,0.298514,0.106027,0.137618,0.106501,0.136883,0.111296,0.136476,0.104765,0.329732,0.110247,0.331967
1,90,2,600,0.132797,0.00049,0.146406,0.000312,0.127122,0.000235,0.129601,0.000223,0.116182,0.0002,0.03394,0.002311,0.032188,0.001904,0.060158,0.00477,0.051063,0.003776,0.065813,0.000426,0.080352,0.000527,0.05321,0.000264,0.04945,0.004162,0.048692,0.003566
21,90,2,600,1.14916,0.055301,1.44276,0.031069,1.2701,0.031671,0.945915,0.025596,2.34566,0.026859,0.177867,0.018966,0.178727,0.023205,0.035119,0.028321,0.041276,0.02736,0.035168,0.008168,0.034278,0.00767,0.047603,0.007681,0.036102,0.027519,0.036171,0.029537
41,90,2,600,2.06977,0.221004,2.32879,0.120851,2.06681,0.125258,0.94946,0.091474,2.20901,0.092467,0.560821,0.075239,0.433947,0.078762,0.05002,0.078355,0.045447,0.076576,0.044716,0.025529,0.048723,0.024718,0.061266,0.025512,0.04487,0.0781,0.04447,0.075849
61,90,2,600,1.39796,0.367585,1.55115,0.190705,1.3788,0.193024,1.04466,0.176236,2.68898,0.191412,0.896658,0.146557,0.953962,0.130278,0.069914,0.129549,0.063528,0.115459,0.062456,0.052671,0.064235,0.052845,0.074796,0.052969,0.059587,0.139747,0.061948,0.124837
81,90,2,600,1.12422,0.573476,1.2446,0.297829,1.1112,0.29692,0.990092,0.29859,1.67143,0.27056,2.03404,0.218301,1.84583,0.221118,0.084965,0.210993,0.082317,0.205038,0.082071,0.090353,0.08097,0.089658,0.088254,0.090337,0.08089,0.236936,0.081303,0.228733
